fitness,depth,nodes,number_of_the_generation,time_since_the_start_of_the_evolution,seed
0.8660714285714285,2,15,1,1.041975498199463,10
0.8660714285714285,2,14,2,2.100623846054077,10
0.8660714285714285,2,9,3,3.1524693965911865,10
0.8660714285714285,2,8,4,4.217615127563477,10
0.8660714285714285,2,9,5,5.244663715362549,10
0.8660714285714285,2,11,6,6.461521625518799,10
0.8660714285714285,2,11,7,7.528818607330322,10
0.8660714285714285,2,12,8,8.478598833084106,10
0.8660714285714285,2,10,9,9.475910186767578,10
0.8660714285714285,2,11,10,10.525283575057983,10
0.8660714285714285,2,16,11,11.550988674163818,10
0.8660714285714285,2,7,12,12.764747142791748,10
0.8660714285714285,2,13,13,13.797743558883667,10
0.8660714285714285,2,13,14,14.382774829864502,10
0.8660714285714285,2,11,15,15.351664781570435,10
0.8660714285714285,2,12,16,16.380264043807983,10
0.8660714285714285,2,14,17,17.613585948944092,10
0.8660714285714285,2,16,18,18.652594089508057,10
0.8660714285714285,2,14,19,19.709767818450928,10
0.8660714285714285,2,12,20,20.695486307144165,10
0.8660714285714285,2,16,21,21.741141319274902,10
0.8660714285714285,2,16,22,22.78596019744873,10
0.8660714285714285,2,11,23,24.085283517837524,10
0.8660714285714285,2,16,24,25.04686450958252,10
0.8660714285714285,2,8,25,26.08751153945923,10
0.8660714285714285,2,14,26,27.13995051383972,10
0.8660714285714285,2,11,27,28.179114818572998,10
0.8660714285714285,2,14,28,29.2471764087677,10
0.8660714285714285,2,13,29,30.410839557647705,10
0.8660714285714285,2,15,30,31.407594919204712,10
0.8660714285714285,2,12,31,32.4421660900116,10
0.8660714285714285,2,8,32,33.50458526611328,10
0.8660714285714285,2,14,33,34.53713369369507,10
0.8660714285714285,2,13,34,35.44555449485779,10
0.8660714285714285,2,13,35,36.707131147384644,10
0.8660714285714285,2,10,36,37.75834012031555,10
0.8660714285714285,2,16,37,38.86313080787659,10
0.8660714285714285,2,14,38,39.94879460334778,10
0.8660714285714285,2,10,39,40.9696364402771,10
0.8660714285714285,2,16,40,42.02239108085632,10
0.8660714285714285,2,13,41,43.2324423789978,10
0.8660714285714285,2,14,42,44.283034801483154,10
0.8660714285714285,2,7,43,45.3429434299469,10
0.8660714285714285,2,16,44,46.453810691833496,10
0.8660714285714285,2,12,45,47.65030837059021,10
0.8660714285714285,2,11,46,48.696025133132935,10
0.8660714285714285,2,14,47,49.99082922935486,10
0.8660714285714285,2,11,48,51.09419536590576,10
0.8660714285714285,2,16,49,52.13361072540283,10
0.8660714285714285,2,16,50,53.14764046669006,10
0.8660714285714285,2,6,51,54.191919565200806,10
0.8660714285714285,2,12,52,55.26531457901001,10
0.8660714285714285,2,9,53,56.54146099090576,10
0.8660714285714285,2,11,54,57.613927125930786,10
0.8660714285714285,2,15,55,58.663612365722656,10
0.8660714285714285,2,15,56,59.703917264938354,10
0.8660714285714285,2,13,57,60.739081144332886,10
0.8660714285714285,2,14,58,61.81509041786194,10
0.8660714285714285,2,16,59,63.05799412727356,10
0.8660714285714285,2,16,60,64.10566115379333,10
0.8660714285714285,2,15,61,65.13695955276489,10
0.8660714285714285,2,10,62,66.1840124130249,10
0.8660714285714285,2,10,63,67.22172904014587,10
0.8660714285714285,2,15,64,68.25550723075867,10
0.8660714285714285,2,13,65,69.53061199188232,10
0.8660714285714285,2,16,66,70.58910870552063,10
0.8660714285714285,2,8,67,71.58950304985046,10
0.8660714285714285,2,11,68,72.63693284988403,10
0.8660714285714285,2,13,69,73.68965458869934,10
0.8660714285714285,2,8,70,74.75758075714111,10
0.8660714285714285,2,14,71,76.02016520500183,10
0.8660714285714285,2,13,72,77.08350801467896,10
0.8660714285714285,2,16,73,78.12031269073486,10
0.8660714285714285,2,11,74,79.17219495773315,10
0.8660714285714285,2,14,75,80.21830415725708,10
0.8660714285714285,2,9,76,81.28375887870789,10
0.8660714285714285,2,11,77,82.52457213401794,10
0.8660714285714285,2,11,78,83.5561294555664,10
0.8660714285714285,2,14,79,84.60069298744202,10
0.8660714285714285,2,11,80,85.63664078712463,10
0.8660714285714285,2,16,81,86.69449162483215,10
0.8660714285714285,2,15,82,87.71866655349731,10
0.8660714285714285,2,9,83,89.04647731781006,10
0.8660714285714285,2,9,84,90.08954548835754,10
0.8660714285714285,2,12,85,91.1657965183258,10
0.8660714285714285,2,10,86,92.21164155006409,10
0.8660714285714285,2,12,87,93.26128458976746,10
0.8660714285714285,2,13,88,94.48416805267334,10
0.8660714285714285,2,13,89,95.51472187042236,10
0.8660714285714285,2,13,90,96.57217717170715,10
0.8660714285714285,2,15,91,97.60924291610718,10
0.8660714285714285,2,11,92,98.63050723075867,10
0.8660714285714285,2,12,93,99.68223476409912,10
0.8660714285714285,2,8,94,100.9332389831543,10
0.8660714285714285,2,14,95,101.96014523506165,10
0.8660714285714285,2,8,96,103.03828930854797,10
0.8660714285714285,2,12,97,104.10469388961792,10
0.8660714285714285,2,8,98,105.17065501213074,10
0.8660714285714285,2,12,99,106.1913332939148,10
0.8660714285714285,2,12,100,107.40387964248657,10
0.8660714285714285,2,12,101,108.4661717414856,10
0.8660714285714285,2,12,102,109.52481389045715,10
0.8660714285714285,2,9,103,110.57754564285278,10
0.8660714285714285,2,15,104,111.63281106948853,10
0.8660714285714285,2,9,105,112.68829083442688,10
0.8660714285714285,2,11,106,113.90740704536438,10
0.8660714285714285,2,16,107,114.9427900314331,10
0.8660714285714285,2,12,108,115.99502348899841,10
0.8660714285714285,2,16,109,117.06321096420288,10
0.8660714285714285,2,10,110,118.10295367240906,10
0.8660714285714285,2,15,111,119.11292910575867,10
0.8660714285714285,2,9,112,120.3341019153595,10
0.8660714285714285,2,11,113,121.36928868293762,10
0.8660714285714285,2,15,114,122.41693902015686,10
0.8660714285714285,2,13,115,123.44640374183655,10
0.8660714285714285,2,12,116,124.47669863700867,10
0.8660714285714285,2,9,117,125.5091962814331,10
0.8660714285714285,2,15,118,126.73279023170471,10
0.8660714285714285,2,15,119,127.77596998214722,10
0.8660714285714285,2,13,120,128.79361486434937,10
0.8660714285714285,2,12,121,129.8290617465973,10
0.8660714285714285,2,11,122,130.92105102539062,10
0.8660714285714285,2,16,123,131.8793179988861,10
0.8660714285714285,2,16,124,133.12511277198792,10
0.8660714285714285,2,13,125,134.15284514427185,10
0.8660714285714285,2,15,126,135.2055127620697,10
0.8660714285714285,2,12,127,136.23916268348694,10
0.8660714285714285,2,8,128,137.25116991996765,10
0.8660714285714285,2,9,129,138.38588786125183,10
0.8660714285714285,2,14,130,139.61027097702026,10
0.8660714285714285,2,14,131,140.63781690597534,10
0.8660714285714285,2,12,132,141.66062378883362,10
