fitness,depth,nodes,number_of_the_generation,time_since_the_start_of_the_evolution,seed
0.9115921115921115,2,14,1,0.5807561874389648,9
0.915839011102453,2,15,2,1.1659185886383057,9
0.9202203768763972,2,14,3,1.8346929550170898,9
0.907243434120503,2,16,4,2.414137363433838,9
0.915839011102453,2,16,5,3.0007271766662598,9
0.915839011102453,2,16,6,3.7220261096954346,9
0.915839011102453,2,15,7,4.311344146728516,9
0.9155857736426711,2,12,8,4.898892879486084,9
0.9115921115921115,2,14,9,5.499600172042847,9
0.9115921115921115,2,13,10,6.068279504776001,9
0.9202203768763972,2,13,11,6.66122031211853,9
0.915839011102453,2,16,12,7.4194676876068115,9
0.9115921115921115,2,16,13,8.009473085403442,9
0.9114666666666669,2,15,14,8.590282440185547,9
0.915839011102453,2,16,15,9.184574842453003,9
0.915839011102453,2,14,16,9.760826110839844,9
0.907243434120503,2,12,17,10.34464406967163,9
0.915839011102453,2,13,18,11.241007328033447,9
0.915839011102453,2,13,19,11.815576553344727,9
0.915839011102453,2,16,20,12.398310661315918,9
0.915839011102453,2,12,21,12.99446439743042,9
0.915839011102453,2,15,22,13.585896968841553,9
0.915839011102453,2,16,23,14.17330265045166,9
0.915839011102453,2,13,24,14.920166492462158,9
0.9159511590711416,2,15,25,15.498428106307983,9
0.9202203768763972,2,16,26,16.078532695770264,9
0.9023858866039642,2,16,27,16.670791149139404,9
0.9202203768763972,2,15,28,17.251635789871216,9
0.915839011102453,2,12,29,17.996774196624756,9
0.9114666666666669,2,16,30,18.573790550231934,9
0.9115921115921115,2,16,31,19.17059087753296,9
0.9202203768763972,2,16,32,19.754009246826172,9
0.915839011102453,2,13,33,20.340224266052246,9
0.9024915717378189,2,15,34,20.91753077507019,9
0.9159511590711416,2,14,35,21.67115020751953,9
0.9202203768763972,2,16,36,22.238698720932007,9
0.9202203768763972,2,15,37,22.89004898071289,9
0.9202203768763972,2,14,38,23.519495964050293,9
0.9159511590711416,2,14,39,24.10104751586914,9
0.9159511590711416,2,15,40,24.682337999343872,9
0.9114666666666669,2,11,41,25.42482900619507,9
0.915839011102453,2,16,42,26.04596519470215,9
0.9202203768763972,2,15,43,26.627278089523315,9
0.9202203768763972,2,15,44,27.212135791778564,9
0.915839011102453,2,16,45,27.785928964614868,9
0.9155857736426711,2,12,46,28.499630212783813,9
0.9155857736426711,2,13,47,29.07852292060852,9
0.915839011102453,2,16,48,29.669102907180786,9
0.915839011102453,2,12,49,30.247286081314087,9
0.915839011102453,2,16,50,30.818203449249268,9
0.915839011102453,2,15,51,31.40171194076538,9
0.915839011102453,2,12,52,32.16123723983765,9
0.9159511590711416,2,15,53,32.73630499839783,9
0.915839011102453,2,16,54,33.33547306060791,9
0.915839011102453,2,16,55,33.919363021850586,9
0.9023858866039642,2,13,56,34.51052498817444,9
0.9202203768763972,2,16,57,35.08923697471619,9
0.915839011102453,2,13,58,35.83573937416077,9
0.915839011102453,2,14,59,36.41198945045471,9
0.915839011102453,2,16,60,37.00138592720032,9
0.915839011102453,2,16,61,37.589911222457886,9
0.9111783118467823,2,16,62,38.172218561172485,9
0.9114666666666669,2,14,63,38.76104402542114,9
0.915839011102453,2,16,64,39.5233199596405,9
0.915839011102453,2,15,65,40.095898151397705,9
0.915839011102453,2,16,66,40.670400619506836,9
0.9115921115921115,2,15,67,41.24765920639038,9
0.915839011102453,2,14,68,41.828243255615234,9
0.9202203768763972,2,15,69,42.65823435783386,9
0.9155857736426711,2,13,70,43.27218699455261,9
0.915839011102453,2,16,71,43.85622501373291,9
0.9114666666666669,2,16,72,44.44012928009033,9
0.915839011102453,2,13,73,45.0260808467865,9
0.915839011102453,2,12,74,45.61038661003113,9
0.9202203768763972,2,15,75,46.34674143791199,9
0.9115921115921115,2,16,76,46.926021099090576,9
0.9159511590711416,2,16,77,47.511629581451416,9
0.9202203768763972,2,16,78,48.09319257736206,9
0.9115921115921115,2,16,79,48.677757024765015,9
0.915839011102453,2,16,80,49.26499128341675,9
0.9112598969126946,2,11,81,50.00172996520996,9
0.915839011102453,2,16,82,50.58837175369263,9
0.915839011102453,2,14,83,51.184645652770996,9
0.9115921115921115,2,15,84,51.81293439865112,9
0.915839011102453,2,16,85,52.44377279281616,9
0.9114666666666669,2,13,86,53.03801727294922,9
0.9202203768763972,2,16,87,53.78691077232361,9
0.9114666666666669,2,15,88,54.37545442581177,9
0.9202203768763972,2,15,89,54.980961084365845,9
0.915839011102453,2,11,90,55.559096813201904,9
0.915839011102453,2,16,91,56.14269399642944,9
0.9155857736426711,2,12,92,56.73920702934265,9
0.915839011102453,2,16,93,57.482704401016235,9
0.9159511590711416,2,14,94,58.07004141807556,9
0.915839011102453,2,11,95,58.66188144683838,9
0.9202203768763972,2,15,96,59.2551383972168,9
0.9202203768763972,2,16,97,59.829416036605835,9
0.9202203768763972,2,16,98,60.570629835128784,9
0.907243434120503,2,13,99,61.1640362739563,9
0.9159511590711416,2,16,100,61.75098943710327,9
0.9202203768763972,2,16,101,62.34877157211304,9
0.9202203768763972,2,16,102,62.934844970703125,9
0.9115921115921115,2,16,103,63.5245463848114,9
0.9202203768763972,2,13,104,64.27641367912292,9
0.9202203768763972,2,16,105,64.86802864074707,9
0.9202203768763972,2,15,106,65.45197701454163,9
0.9159511590711416,2,14,107,66.0638415813446,9
0.915839011102453,2,14,108,66.64823865890503,9
0.9115921115921115,2,15,109,67.226979970932,9
0.915839011102453,2,15,110,67.97870445251465,9
0.915839011102453,2,15,111,68.56481337547302,9
0.9114666666666669,2,12,112,69.1614818572998,9
0.915839011102453,2,13,113,69.7480800151825,9
0.9202203768763972,2,13,114,70.33240818977356,9
0.915839011102453,2,12,115,70.91842103004456,9
0.9159511590711416,2,13,116,71.65763473510742,9
0.907243434120503,2,13,117,72.23803472518921,9
0.915839011102453,2,15,118,72.83261132240295,9
0.9115921115921115,2,12,119,73.4178147315979,9
0.915839011102453,2,12,120,74.00329113006592,9
0.915839011102453,2,15,121,74.5699450969696,9
0.9114666666666669,2,16,122,75.32853746414185,9
0.9115921115921115,2,12,123,75.9136323928833,9
0.9115921115921115,2,16,124,76.49732160568237,9
0.9159511590711416,2,15,125,77.07870841026306,9
0.9202203768763972,2,15,126,77.66813111305237,9
0.9029057082150443,2,16,127,78.40732789039612,9
0.915839011102453,2,14,128,78.99421525001526,9
0.907243434120503,2,9,129,79.58410549163818,9
0.915839011102453,2,16,130,80.17833638191223,9
0.9112598969126946,2,16,131,80.76450610160828,9
0.9202203768763972,2,16,132,81.34600329399109,9
0.915839011102453,2,16,133,82.11039781570435,9
0.915839011102453,2,16,134,82.69876074790955,9
0.915839011102453,2,16,135,83.29395508766174,9
0.9115921115921115,2,16,136,83.87796068191528,9
0.9115921115921115,2,12,137,84.45357632637024,9
0.915839011102453,2,12,138,85.0343337059021,9
0.915839011102453,2,16,139,85.74635934829712,9
0.9202203768763972,2,16,140,86.12503981590271,9
0.9202203768763972,2,15,141,86.49810600280762,9
0.9202203768763972,2,16,142,86.8781385421753,9
0.915839011102453,2,14,143,87.25907969474792,9
0.9159511590711416,2,15,144,87.61988353729248,9
0.915839011102453,2,15,145,88.13182663917542,9
0.9115921115921115,2,13,146,88.58100914955139,9
0.915839011102453,2,16,147,88.9374532699585,9
0.9202203768763972,2,16,148,89.29330563545227,9
0.915839011102453,2,16,149,89.65531134605408,9
0.915839011102453,2,15,150,90.13826704025269,9
0.9114666666666669,2,16,151,90.61272168159485,9
0.9202203768763972,2,16,152,91.0494933128357,9
0.9202203768763972,2,16,153,91.46345281600952,9
0.9155857736426711,2,12,154,91.81911730766296,9
0.9202203768763972,2,11,155,92.2980740070343,9
0.915839011102453,2,16,156,92.80346298217773,9
0.915839011102453,2,16,157,93.167165517807,9
0.9111783118467823,2,14,158,93.54128503799438,9
0.9065373577436913,2,14,159,94.04245138168335,9
0.915839011102453,2,15,160,94.61073350906372,9
0.915839011102453,2,14,161,95.16623091697693,9
0.9202203768763972,2,16,162,95.78778529167175,9
0.9115921115921115,2,11,163,96.24998807907104,9
0.915839011102453,2,15,164,96.77090787887573,9
0.9202203768763972,2,15,165,97.12523293495178,9
0.9202203768763972,2,15,166,97.58394265174866,9
0.9115921115921115,2,14,167,98.1440601348877,9
0.915839011102453,2,15,168,98.8246738910675,9
0.9159511590711416,2,15,169,99.4621639251709,9
0.9115921115921115,2,14,170,100.03917241096497,9
0.915839011102453,2,15,171,100.62121176719666,9
0.9114666666666669,2,12,172,101.20678806304932,9
0.9202203768763972,2,14,173,101.78150844573975,9
0.9202203768763972,2,16,174,102.50800156593323,9
0.9114666666666669,2,16,175,103.0778317451477,9
0.9115921115921115,2,12,176,103.65805697441101,9
0.9115921115921115,2,13,177,104.24316596984863,9
0.9155857736426711,2,15,178,104.83461809158325,9
0.9114666666666669,2,15,179,105.55018258094788,9
0.9115921115921115,2,15,180,106.13344383239746,9
0.9202203768763972,2,16,181,106.70863342285156,9
0.915839011102453,2,16,182,107.29159355163574,9
0.915839011102453,2,14,183,107.86979794502258,9
0.915839011102453,2,13,184,108.45356369018555,9
0.9202203768763972,2,16,185,109.2005341053009,9
0.915839011102453,2,15,186,109.78120350837708,9
0.915839011102453,2,14,187,110.37556648254395,9
0.915839011102453,2,16,188,110.9462366104126,9
0.915839011102453,2,13,189,111.52901220321655,9
0.915839011102453,2,15,190,112.12412691116333,9
0.915839011102453,2,16,191,112.85665774345398,9
0.915839011102453,2,15,192,113.43467330932617,9
0.9115921115921115,2,12,193,114.01103210449219,9
0.915839011102453,2,16,194,114.59662175178528,9
0.9024915717378189,2,12,195,115.17793893814087,9
0.915839011102453,2,16,196,115.90720415115356,9
0.9112598969126946,2,13,197,116.48222374916077,9
0.9115921115921115,2,16,198,117.06201553344727,9
0.9114666666666669,2,14,199,117.63157415390015,9
0.915839011102453,2,16,200,118.20271825790405,9
