method,params,model,seed,train_score,test_score,grid_search_time,time,test_ind
m3gp_gengy,{},DT,0,255937.80920933926,329003.43888902146,4.267692565917969e-05,783.9898343086243,"['[((((""Returning.Visits"" / (""Returning.Visits"" + (((""Day"" + ""Month"") - (""Day.Of.Week"" * ""Month"")) + ((""Returning.Visits"" / ""Month"") * ""Day.Of.Week"")))) + ((((""Day.Of.Week"" * (""Day"" / ""Returning.Visits"")) - (""Day.Of.Week"" * (""Day"" - ""Month""))) * ""Day"") / ((((""Day"" + ""Returning.Visits"") + (""Day"" * ""Day.Of.Week"")) * ((""Day.Of.Week"" - ""Returning.Visits"") * (""Day.Of.Week"" + ""Returning.Visits""))) - (((""Month"" / ""Returning.Visits"") * ""Returning.Visits"") - ((""Month"" / ""Day"") / (""Returning.Visits"" + ""Returning.Visits"")))))) - ((((""Day.Of.Week"" / (""Month"" + ""Day"")) - (((""Returning.Visits"" + ""Month"") / (""Month"" - ""Month"")) - ((""Day.Of.Week"" - ""Day.Of.Week"") - (""Returning.Visits"" - ""Returning.Visits"")))) / ((((""Month"" + ""Day.Of.Week"") / ""Month"") - ""Month"") + (((""Day"" * ""Day.Of.Week"") + (""Returning.Visits"" - ""Day.Of.Week"")) + (""Day"" - (""Month"" / ""Day""))))) / (((""Day.Of.Week"" / ""Month"") - (((""Day"" + ""Month"") * (""Returning.Visits"" - ""Day"")) - ((""Month"" * ""Day"") / (""Month"" + ""Returning.Visits"")))) / ((""Day"" * ((""Day.Of.Week"" - ""Day"") - (""Day"" / ""Day.Of.Week""))) / ""Month"")))) + ((((""Month"" + ""Day"") + ((""Returning.Visits"" * (""Day"" + ""Month"")) * (((""Month"" - ""Returning.Visits"") * ""Returning.Visits"") + (""Day"" * (""Month"" - ""Month""))))) + (""Month"" + ""Returning.Visits"")) / (""Day.Of.Week"" + ""Day""))),((""Returning.Visits"" + (""Day"" - (((((""Day.Of.Week"" - ""Returning.Visits"") * (""Month"" - ""Month"")) - ""Returning.Visits"") + ((""Day"" - (""Day.Of.Week"" - ""Day"")) - ((""Returning.Visits"" * ""Day.Of.Week"") + ""Returning.Visits""))) * ((((""Month"" + ""Day"") - ""Day"") / ((""Day.Of.Week"" / ""Day.Of.Week"") * (""Returning.Visits"" + ""Returning.Visits""))) + (""Month"" - ""Day.Of.Week""))))) - (((((((""Month"" + ""Day.Of.Week"") / (""Day"" - ""Month"")) / ((""Month"" - ""Day"") + (""Returning.Visits"" + ""Day""))) - ""Returning.Visits"") + (""Day"" * (((""Day.Of.Week"" - ""Month"") * ""Month"") / ""Month""))) * (""Day.Of.Week"" - ""Day.Of.Week"")) + ((((((""Day"" / ""Returning.Visits"") + (""Month"" / ""Day"")) * ((""Day"" - ""Month"") + (""Day"" - ""Month""))) * (((""Month"" / ""Returning.Visits"") * (""Returning.Visits"" + ""Day"")) - ((""Month"" + ""Day"") * (""Day"" + ""Month"")))) / (((""Day.Of.Week"" / (""Day.Of.Week"" / ""Month"")) - ""Day.Of.Week"") + (((""Returning.Visits"" * ""Day.Of.Week"") / (""Month"" * ""Day"")) / ((""Returning.Visits"" + ""Day.Of.Week"") / (""Day"" * ""Returning.Visits""))))) - ""Month""))),""Month"",((((((((""Day"" * ""Month"") - (""Day.Of.Week"" - ""Returning.Visits"")) - ((""Returning.Visits"" / ""Returning.Visits"") / (""Day.Of.Week"" + ""Day""))) / (((""Month"" * ""Returning.Visits"") - (""Day"" / ""Day.Of.Week"")) - ((""Day.Of.Week"" + ""Month"") * (""Month"" / ""Day"")))) + ""Returning.Visits"") + (""Day"" + (""Returning.Visits"" / (((""Month"" + ""Day"") / (""Returning.Visits"" - ""Day.Of.Week"")) / ((""Day"" * ""Day.Of.Week"") + (""Returning.Visits"" * ""Day.Of.Week"")))))) * (""Returning.Visits"" - (""Returning.Visits"" * ((((""Day.Of.Week"" - ""Day.Of.Week"") + (""Returning.Visits"" * ""Month"")) + (""Day"" / ""Month"")) / (((""Returning.Visits"" * ""Day"") * ""Returning.Visits"") - ""Day.Of.Week""))))) + ((((((""Month"" / (""Returning.Visits"" / ""Returning.Visits"")) * ((""Day"" + ""Day.Of.Week"") * (""Day"" / ""Month""))) * (((""Day.Of.Week"" / ""Returning.Visits"") + (""Month"" + ""Day"")) / ""Month"")) / ((((""Day"" / ""Day.Of.Week"") - (""Month"" * ""Day.Of.Week"")) * ""Day"") * ""Returning.Visits"")) + ""Month"") + ((""Day"" * (""Day.Of.Week"" / (((""Day"" + ""Month"") / ""Day.Of.Week"") / ((""Returning.Visits"" + ""Month"") - (""Month"" / ""Month""))))) * ((((""Day.Of.Week"" / ""Month"") + ""Day.Of.Week"") / (((""Day.Of.Week"" * ""Day"") / (""Returning.Visits"" / ""Month"")) + ((""Month"" / ""Returning.Visits"") * (""Day.Of.Week"" + ""Day"")))) + ((((""Month"" / ""Month"") - (""Day"" * ""Day.Of.Week"")) - ((""Day"" * ""Day.Of.Week"") - (""Month"" - ""Month""))) - ((""Returning.Visits"" / (""Day.Of.Week"" / ""Month"")) * ((""Day.Of.Week"" * ""Month"") / ""Month""))))))),(((""Returning.Visits"" / ""Returning.Visits"") + (""Day.Of.Week"" / (((((""Month"" + ""Day"") - (""Day"" + ""Day"")) - ((""Month"" * ""Returning.Visits"") / ""Returning.Visits"")) * (((""Day.Of.Week"" - ""Day"") + ""Day.Of.Week"") - (""Returning.Visits"" - ""Day""))) - ((""Month"" + ""Day.Of.Week"") * ""Returning.Visits"")))) * ""Month""),((((((((""Month"" - ""Day.Of.Week"") + (""Day"" - ""Day"")) / ((""Returning.Visits"" - ""Day.Of.Week"") + ""Month"")) - (((""Month"" / ""Returning.Visits"") * (""Day"" * ""Day"")) + ((""Returning.Visits"" / ""Returning.Visits"") + (""Day.Of.Week"" - ""Returning.Visits"")))) + ((((""Month"" * ""Month"") - ""Day"") * ((""Day"" / ""Day"") / (""Month"" - ""Month""))) * (((""Returning.Visits"" / ""Day"") * (""Month"" - ""Month"")) * ((""Month"" * ""Month"") - (""Returning.Visits"" / ""Day""))))) - (((((""Returning.Visits"" / ""Returning.Visits"") + (""Returning.Visits"" + ""Month"")) * ((""Returning.Visits"" + ""Returning.Visits"") / (""Day.Of.Week"" / ""Returning.Visits""))) - (""Returning.Visits"" * ((""Month"" - ""Month"") + (""Day.Of.Week"" * ""Month"")))) * ((((""Day.Of.Week"" / ""Month"") + (""Day.Of.Week"" * ""Day.Of.Week"")) / ((""Month"" * ""Month"") - ""Day.Of.Week"")) / (((""Day.Of.Week"" / ""Returning.Visits"") / ""Month"") * ""Month"")))) / ""Returning.Visits"") / ((((((""Day.Of.Week"" / (""Day"" * ""Month"")) / ((""Day.Of.Week"" * ""Returning.Visits"") - (""Day.Of.Week"" * ""Day""))) / (((""Month"" * ""Day.Of.Week"") - (""Returning.Visits"" * ""Month"")) - ((""Day.Of.Week"" + ""Day"") / (""Returning.Visits"" * ""Month"")))) * (""Day"" - ""Month"")) / (((((""Day.Of.Week"" - ""Month"") + (""Returning.Visits"" * ""Returning.Visits"")) / ((""Day.Of.Week"" - ""Returning.Visits"") + (""Day.Of.Week"" + ""Day""))) * (((""Day"" + ""Returning.Visits"") / ""Month"") * ((""Month"" * ""Day.Of.Week"") + (""Day.Of.Week"" - ""Day"")))) / ""Returning.Visits"")) * (""Day"" / (((((""Day"" / ""Day"") * (""Day"" / ""Day.Of.Week"")) / ((""Day"" + ""Returning.Visits"") - (""Returning.Visits"" * ""Month""))) - (((""Day.Of.Week"" / ""Day.Of.Week"") / (""Day"" / ""Day.Of.Week"")) * ""Day.Of.Week"")) * ""Day.Of.Week"")))),(((((""Day.Of.Week"" + (((""Day"" + ""Day"") - (""Day.Of.Week"" * ""Returning.Visits"")) / ""Day"")) / ((((""Day"" + ""Day.Of.Week"") / (""Day"" - ""Month"")) / ((""Returning.Visits"" + ""Month"") - (""Returning.Visits"" - ""Month""))) + (((""Month"" / ""Day"") + (""Day.Of.Week"" - ""Day"")) * ((""Day"" + ""Returning.Visits"") / (""Month"" * ""Month""))))) - (((""Month"" * (""Day"" * (""Day"" + ""Returning.Visits""))) / (((""Returning.Visits"" - ""Day"") * (""Day"" / ""Day.Of.Week"")) * ((""Day"" * ""Returning.Visits"") / (""Day"" + ""Day"")))) + ((((""Day.Of.Week"" * ""Day.Of.Week"") - (""Day.Of.Week"" - ""Month"")) / ((""Month"" * ""Returning.Visits"") + ""Day.Of.Week"")) - ""Returning.Visits""))) / (((""Day.Of.Week"" / (((""Day.Of.Week"" * ""Day"") * (""Day.Of.Week"" * ""Returning.Visits"")) * ""Month"")) / ((((""Day.Of.Week"" * ""Month"") / (""Day"" + ""Month"")) / (""Day.Of.Week"" / ""Day.Of.Week"")) - (((""Returning.Visits"" - ""Returning.Visits"") + (""Returning.Visits"" * ""Day.Of.Week"")) / ((""Month"" - ""Returning.Visits"") - (""Returning.Visits"" + ""Returning.Visits""))))) - (((((""Returning.Visits"" + ""Day"") * (""Day"" + ""Returning.Visits"")) * ((""Day.Of.Week"" - ""Month"") - ""Day"")) - (""Day"" - ((""Returning.Visits"" * ""Month"") / (""Day"" + ""Day.Of.Week"")))) / ((((""Returning.Visits"" + ""Month"") / (""Day"" - ""Returning.Visits"")) / ""Day"") - (((""Day.Of.Week"" - ""Returning.Visits"") - (""Month"" * ""Month"")) / ((""Day.Of.Week"" / ""Day"") * (""Day.Of.Week"" / ""Returning.Visits""))))))) - (((((((""Returning.Visits"" * ""Returning.Visits"") * (""Month"" - ""Day.Of.Week"")) - ((""Returning.Visits"" - ""Day.Of.Week"") * (""Month"" - ""Day.Of.Week""))) + (((""Month"" + ""Returning.Visits"") - (""Month"" + ""Month"")) / (""Day.Of.Week"" - (""Month"" * ""Day.Of.Week"")))) - (((""Month"" - (""Returning.Visits"" / ""Returning.Visits"")) - ((""Month"" * ""Day.Of.Week"") + ""Day"")) * ((""Day"" / (""Returning.Visits"" - ""Returning.Visits"")) + ""Day.Of.Week""))) - (((((""Returning.Visits"" * ""Month"") + (""Day.Of.Week"" / ""Returning.Visits"")) * ((""Returning.Visits"" / ""Day"") - (""Returning.Visits"" / ""Returning.Visits""))) / (""Day.Of.Week"" + ((""Day"" / ""Day"") + (""Day.Of.Week"" + ""Month"")))) + (""Month"" * ""Day.Of.Week""))) * ((((""Month"" * ((""Day.Of.Week"" + ""Day.Of.Week"") - (""Day"" * ""Returning.Visits""))) + (((""Returning.Visits"" - ""Returning.Visits"") + (""Returning.Visits"" * ""Day"")) / ((""Day.Of.Week"" + ""Day.Of.Week"") + (""Day.Of.Week"" - ""Day.Of.Week"")))) - ((((""Day.Of.Week"" * ""Day.Of.Week"") / (""Returning.Visits"" + ""Day"")) + ((""Day"" * ""Day"") / (""Returning.Visits"" * ""Day.Of.Week""))) * (((""Day"" - ""Month"") - (""Day"" - ""Day.Of.Week"")) + ((""Day.Of.Week"" / ""Month"") - ""Returning.Visits"")))) / ((""Month"" + (((""Day.Of.Week"" / ""Day"") - (""Returning.Visits"" / ""Month"")) / ""Month"")) * ""Month"")))),(((((((""Returning.Visits"" / ""Day.Of.Week"") + ((""Day.Of.Week"" * ""Day.Of.Week"") + ""Month"")) - (((""Returning.Visits"" - ""Day"") + (""Day.Of.Week"" / ""Day.Of.Week"")) / ""Returning.Visits"")) / ""Day"") / ((((""Day.Of.Week"" / (""Day.Of.Week"" + ""Day"")) / (""Day"" * (""Day.Of.Week"" + ""Returning.Visits""))) + (((""Month"" - ""Month"") * (""Returning.Visits"" - ""Month"")) - (""Returning.Visits"" + (""Day.Of.Week"" / ""Day.Of.Week"")))) - ""Day.Of.Week"")) + ""Month"") - ((""Month"" / ""Month"") - (((""Month"" + ""Day.Of.Week"") - ((((""Day.Of.Week"" / ""Day.Of.Week"") / (""Returning.Visits"" + ""Day"")) / ((""Month"" + ""Returning.Visits"") * (""Month"" + ""Day""))) - (((""Returning.Visits"" + ""Month"") + (""Month"" / ""Returning.Visits"")) - ((""Day"" - ""Month"") / (""Day"" * ""Returning.Visits""))))) + ((""Returning.Visits"" * (""Day"" / (""Month"" + (""Day.Of.Week"" * ""Returning.Visits"")))) * ""Month"")))),(""Day.Of.Week"" + (""Month"" + ((((((""Month"" + ""Returning.Visits"") * ""Day"") / ((""Returning.Visits"" - ""Day"") * (""Returning.Visits"" * ""Returning.Visits""))) - (((""Day.Of.Week"" - ""Day.Of.Week"") + (""Day"" / ""Day.Of.Week"")) + (""Returning.Visits"" + (""Returning.Visits"" - ""Month"")))) + ""Returning.Visits"") - (""Day"" / ((""Day"" - ((""Day"" + ""Day.Of.Week"") - (""Returning.Visits"" * ""Month""))) / (""Day.Of.Week"" - ((""Day.Of.Week"" / ""Day"") * (""Returning.Visits"" + ""Returning.Visits"")))))))),(((""Day.Of.Week"" - (""Day"" - ((((""Day.Of.Week"" - ""Returning.Visits"") + ""Month"") / (""Day"" / (""Day.Of.Week"" - ""Day.Of.Week""))) / (((""Returning.Visits"" / ""Returning.Visits"") * (""Day"" * ""Returning.Visits"")) - ((""Day"" - ""Returning.Visits"") - (""Month"" - ""Day"")))))) + ((((((""Returning.Visits"" - ""Month"") * (""Month"" - ""Month"")) / ((""Day"" - ""Day.Of.Week"") + (""Day.Of.Week"" * ""Month""))) * (((""Returning.Visits"" / ""Month"") - (""Month"" + ""Month"")) / ((""Returning.Visits"" - ""Month"") * ""Returning.Visits""))) - ""Day.Of.Week"") - (""Month"" + (""Returning.Visits"" + ""Day.Of.Week"")))) - (((((((""Day.Of.Week"" / ""Day"") / (""Returning.Visits"" * ""Returning.Visits"")) + ((""Returning.Visits"" * ""Day.Of.Week"") - (""Returning.Visits"" + ""Returning.Visits""))) / ""Day"") / ((((""Returning.Visits"" / ""Returning.Visits"") / (""Day.Of.Week"" + ""Month"")) - ((""Day"" / ""Day"") + (""Month"" + ""Month""))) * ""Day.Of.Week"")) / ((""Returning.Visits"" / (((""Month"" + ""Returning.Visits"") * (""Day.Of.Week"" / ""Day.Of.Week"")) - ((""Returning.Visits"" + ""Day"") - ""Day""))) / ""Month"")) + (""Returning.Visits"" * (((((""Day"" * ""Day"") * (""Returning.Visits"" - ""Returning.Visits"")) - (""Month"" - (""Month"" + ""Day""))) / (((""Day"" / ""Day"") - (""Month"" * ""Day.Of.Week"")) + ((""Day"" / ""Day"") * (""Month"" * ""Day.Of.Week"")))) / ((""Day"" * (""Day.Of.Week"" + ""Returning.Visits"")) - (((""Day"" + ""Day.Of.Week"") / (""Day.Of.Week"" - ""Day.Of.Week"")) * ((""Returning.Visits"" - ""Day.Of.Week"") * ""Day.Of.Week""))))))),(((""Month"" + (""Month"" + ((((""Month"" - ""Month"") * ""Month"") * (""Returning.Visits"" * (""Day"" * ""Day.Of.Week""))) / ((""Returning.Visits"" * (""Month"" * ""Month"")) * ((""Day"" + ""Day.Of.Week"") / (""Day.Of.Week"" + ""Day.Of.Week"")))))) / (""Returning.Visits"" * ""Day.Of.Week"")) + ""Month""),((((""Returning.Visits"" * (""Returning.Visits"" + ""Month"")) + (((((""Day"" * ""Returning.Visits"") + (""Returning.Visits"" + ""Month"")) + ((""Day.Of.Week"" / ""Returning.Visits"") + (""Day"" / ""Month""))) / ""Month"") - (""Day.Of.Week"" - (((""Returning.Visits"" + ""Day"") / ""Day.Of.Week"") / ""Day.Of.Week"")))) / ""Month"") + ""Month""),((""Returning.Visits"" + ""Day"") - ""Month"")]']"
m3gp_gengy,{},DT,1,273946.89420416165,345662.48190363153,5.364418029785156e-05,644.5021131038666,"['[(""Day"" + ""Returning.Visits""),(""Month"" + ((""Day"" / ""Month"") / ""Month"")),(""Month"" + ((""Returning.Visits"" + ""Day.Of.Week"") / (""Day"" * ""Day.Of.Week""))),(((""Day"" + (((""Day.Of.Week"" - ""Day.Of.Week"") * (""Day.Of.Week"" * ((""Month"" - ""Day.Of.Week"") * ""Day.Of.Week""))) / ((""Day"" - (""Day"" + (""Month"" + ""Day""))) * ""Day""))) / ((""Day"" + ((((""Day.Of.Week"" * ""Day"") * ""Day"") - ((""Day"" + ""Day.Of.Week"") + (""Day.Of.Week"" - ""Day""))) - (((""Day.Of.Week"" - ""Returning.Visits"") - (""Returning.Visits"" + ""Returning.Visits"")) / ""Day.Of.Week""))) * (((((""Month"" - ""Returning.Visits"") + (""Returning.Visits"" + ""Month"")) + ((""Day"" / ""Day.Of.Week"") / (""Day"" * ""Day""))) * (((""Month"" + ""Month"") * (""Month"" / ""Day.Of.Week"")) - ((""Returning.Visits"" + ""Returning.Visits"") / (""Day.Of.Week"" * ""Returning.Visits"")))) / ((""Day"" / ((""Day.Of.Week"" / ""Day.Of.Week"") + (""Returning.Visits"" * ""Returning.Visits""))) - (((""Returning.Visits"" + ""Month"") - (""Day.Of.Week"" + ""Day"")) + ((""Day"" + ""Month"") * (""Day.Of.Week"" - ""Day.Of.Week""))))))) + (""Day.Of.Week"" * (""Month"" / ""Day.Of.Week""))),(((((""Month"" * ""Day.Of.Week"") - (""Month"" / ""Month"")) - ""Returning.Visits"") / ""Day"") * (""Day"" - (((""Returning.Visits"" / ""Returning.Visits"") - ((((""Month"" / ""Day.Of.Week"") / (""Day"" + ""Day.Of.Week"")) + ((""Returning.Visits"" + ""Month"") - (""Day.Of.Week"" * ""Day""))) * (((""Day"" * ""Day.Of.Week"") / ""Returning.Visits"") / ((""Day"" * ""Day.Of.Week"") / ""Day.Of.Week"")))) / ((((""Returning.Visits"" / (""Returning.Visits"" + ""Day.Of.Week"")) * ((""Day.Of.Week"" - ""Month"") - (""Returning.Visits"" - ""Month""))) / (((""Month"" * ""Day"") + ""Month"") - ""Day.Of.Week"")) * ((((""Month"" / ""Day.Of.Week"") * (""Day"" * ""Returning.Visits"")) + ((""Returning.Visits"" / ""Day"") * (""Day"" / ""Returning.Visits""))) - (((""Day"" + ""Day"") - (""Day.Of.Week"" - ""Returning.Visits"")) / ""Day"")))))),(((((""Returning.Visits"" + (((""Day"" + ""Day.Of.Week"") + (""Day.Of.Week"" - ""Day.Of.Week"")) - ((""Month"" * ""Day.Of.Week"") + (""Month"" / ""Returning.Visits"")))) * ((((""Month"" / ""Day"") * (""Day.Of.Week"" / ""Returning.Visits"")) * ((""Day"" - ""Day"") * (""Day.Of.Week"" + ""Day""))) / ((""Day"" * (""Month"" * ""Day.Of.Week"")) * ""Day""))) / (""Day"" + ((((""Returning.Visits"" * ""Day.Of.Week"") + (""Month"" * ""Returning.Visits"")) * (""Returning.Visits"" * (""Day"" / ""Returning.Visits""))) / (((""Day.Of.Week"" / ""Returning.Visits"") + (""Month"" * ""Day.Of.Week"")) / ((""Day.Of.Week"" + ""Day.Of.Week"") - (""Returning.Visits"" + ""Day"")))))) / (((((""Returning.Visits"" / (""Returning.Visits"" / ""Month"")) * ""Day.Of.Week"") - ""Month"") + (""Day.Of.Week"" * ""Day"")) * (((""Day"" * ""Returning.Visits"") * (((""Day"" + ""Day"") + (""Returning.Visits"" - ""Month"")) * ""Day.Of.Week"")) / (""Day.Of.Week"" - (((""Month"" - ""Day"") - (""Returning.Visits"" - ""Day.Of.Week"")) + ((""Returning.Visits"" + ""Returning.Visits"") + (""Day.Of.Week"" * ""Day.Of.Week""))))))) + (((""Day"" * ((((""Day.Of.Week"" * ""Month"") * (""Returning.Visits"" * ""Day"")) - ((""Month"" + ""Day"") / (""Day"" + ""Returning.Visits""))) * (""Day"" + ((""Day"" + ""Day.Of.Week"") * (""Returning.Visits"" - ""Month""))))) * ((""Returning.Visits"" * ""Day"") / ""Returning.Visits"")) + (""Day.Of.Week"" + ((""Day"" - (((""Day.Of.Week"" * ""Month"") * (""Day"" - ""Month"")) * ((""Day.Of.Week"" + ""Returning.Visits"") * (""Month"" / ""Day.Of.Week"")))) - ((((""Day.Of.Week"" * ""Day.Of.Week"") / (""Day.Of.Week"" + ""Day.Of.Week"")) * ((""Day"" - ""Month"") / (""Day"" * ""Month""))) * (((""Month"" / ""Returning.Visits"") + (""Returning.Visits"" - ""Day.Of.Week"")) / ((""Day"" / ""Returning.Visits"") + ""Returning.Visits""))))))),((((((((""Day.Of.Week"" - ""Month"") * ""Day.Of.Week"") + (""Day"" / (""Day"" + ""Month""))) * (""Day.Of.Week"" * ""Returning.Visits"")) - ((((""Returning.Visits"" + ""Returning.Visits"") / (""Month"" * ""Day"")) + ((""Returning.Visits"" * ""Day"") + ""Day.Of.Week"")) / (""Month"" - ((""Day"" - ""Day"") - ""Month"")))) * ((((""Returning.Visits"" * (""Day.Of.Week"" + ""Month"")) * ((""Day.Of.Week"" * ""Returning.Visits"") + (""Day"" - ""Day.Of.Week""))) * ""Day"") * (""Returning.Visits"" + (((""Month"" * ""Month"") - (""Returning.Visits"" / ""Month"")) / ((""Month"" - ""Month"") / (""Month"" / ""Month"")))))) / ((((((""Day"" - ""Month"") + (""Day"" + ""Month"")) / ((""Day"" * ""Month"") + ""Returning.Visits"")) / ((""Day.Of.Week"" / (""Month"" - ""Returning.Visits"")) + ""Day.Of.Week"")) * ((((""Day.Of.Week"" / ""Month"") / (""Day.Of.Week"" + ""Returning.Visits"")) - ((""Returning.Visits"" / ""Returning.Visits"") * (""Day.Of.Week"" * ""Month""))) + ""Returning.Visits"")) / ((""Month"" * (""Day.Of.Week"" - ((""Day"" / ""Day"") - (""Day.Of.Week"" / ""Day"")))) - ((((""Day.Of.Week"" + ""Month"") + (""Returning.Visits"" / ""Month"")) + ((""Month"" * ""Day"") + (""Month"" * ""Month""))) / ""Returning.Visits"")))) - ""Returning.Visits""),(((""Month"" * (""Day"" + (((""Day.Of.Week"" * (""Day.Of.Week"" / ""Returning.Visits"")) * (""Returning.Visits"" / (""Day.Of.Week"" + ""Day.Of.Week""))) / (((""Day.Of.Week"" / ""Day.Of.Week"") * (""Day.Of.Week"" - ""Day.Of.Week"")) * ""Day"")))) / ""Day.Of.Week"") * ""Month""),((((((((""Day.Of.Week"" / ""Returning.Visits"") - (""Month"" * ""Day.Of.Week"")) / ""Returning.Visits"") + ""Day"") / ((((""Month"" * ""Returning.Visits"") - ""Day.Of.Week"") / (""Day"" / (""Returning.Visits"" * ""Day""))) * ((""Day"" + (""Month"" / ""Month"")) * ((""Day"" / ""Month"") / (""Day.Of.Week"" - ""Month""))))) / ""Day"") * ""Month"") / ""Day""),(""Day"" + (""Returning.Visits"" / (""Day"" * (((""Day.Of.Week"" - ((""Month"" - ""Day.Of.Week"") * ""Day"")) / ""Returning.Visits"") - ""Returning.Visits"")))),(((""Day"" / (((((""Returning.Visits"" * ""Day.Of.Week"") - (""Day"" * ""Month"")) - (""Month"" + (""Day"" + ""Month""))) / (((""Returning.Visits"" * ""Returning.Visits"") / (""Day.Of.Week"" - ""Returning.Visits"")) - ""Returning.Visits"")) + ((((""Day"" - ""Returning.Visits"") * (""Day.Of.Week"" * ""Returning.Visits"")) * ((""Day"" + ""Day"") + (""Returning.Visits"" - ""Returning.Visits""))) + ((""Day.Of.Week"" + (""Returning.Visits"" - ""Month"")) - (""Day"" + ""Day.Of.Week""))))) * ""Returning.Visits"") - (""Day"" + ""Returning.Visits"")),(""Returning.Visits"" * (((""Returning.Visits"" / ((((""Day.Of.Week"" * ""Returning.Visits"") * ""Month"") - (""Month"" / (""Returning.Visits"" * ""Day""))) / (((""Returning.Visits"" * ""Returning.Visits"") - ""Returning.Visits"") - ((""Day.Of.Week"" + ""Day"") + (""Day"" - ""Day.Of.Week""))))) * (((((""Day"" - ""Day.Of.Week"") * (""Day.Of.Week"" - ""Day"")) - ((""Day"" * ""Month"") / (""Month"" * ""Day.Of.Week""))) + (((""Month"" + ""Returning.Visits"") + ""Month"") * ((""Day"" - ""Day.Of.Week"") / (""Returning.Visits"" - ""Day.Of.Week"")))) / ""Day.Of.Week"")) * ((((((""Returning.Visits"" * ""Day.Of.Week"") / (""Returning.Visits"" - ""Day.Of.Week"")) - ""Day.Of.Week"") / (((""Day"" - ""Day.Of.Week"") + (""Returning.Visits"" / ""Month"")) - (""Day"" / (""Returning.Visits"" + ""Day.Of.Week"")))) - ((""Day"" / ((""Month"" - ""Month"") + (""Day.Of.Week"" + ""Day""))) / (((""Month"" / ""Month"") + (""Day"" + ""Month"")) * ((""Day"" / ""Day"") - (""Day.Of.Week"" / ""Returning.Visits""))))) * (""Day"" / ((((""Returning.Visits"" / ""Returning.Visits"") + (""Month"" + ""Day"")) / ((""Returning.Visits"" - ""Returning.Visits"") * (""Returning.Visits"" / ""Day.Of.Week""))) * (((""Month"" - ""Month"") * (""Month"" / ""Returning.Visits"")) / ((""Returning.Visits"" + ""Month"") / (""Month"" + ""Day.Of.Week"")))))))),""Month"",((((((((""Returning.Visits"" + ""Month"") * (""Day.Of.Week"" + ""Month"")) - (""Month"" + (""Day"" - ""Returning.Visits""))) - (((""Month"" / ""Day"") - ""Day.Of.Week"") * ((""Month"" - ""Day"") - (""Day.Of.Week"" - ""Month"")))) + (""Returning.Visits"" - (((""Day"" - ""Day"") + ""Day"") * (""Returning.Visits"" * ""Day"")))) * ""Month"") * ((""Returning.Visits"" * ((((""Month"" / ""Day"") * (""Month"" + ""Day.Of.Week"")) / ""Day.Of.Week"") * ""Returning.Visits"")) / (((((""Returning.Visits"" / ""Day"") + (""Month"" * ""Returning.Visits"")) - ""Day"") / (""Day"" / ""Month"")) + ((((""Month"" * ""Day.Of.Week"") + (""Day.Of.Week"" / ""Day.Of.Week"")) + ((""Returning.Visits"" + ""Day.Of.Week"") * (""Returning.Visits"" * ""Returning.Visits""))) * (((""Day.Of.Week"" - ""Month"") + ""Month"") / ((""Returning.Visits"" + ""Month"") + (""Returning.Visits"" / ""Month""))))))) * (""Day.Of.Week"" + ((((""Month"" * (""Day.Of.Week"" / (""Day.Of.Week"" * ""Day.Of.Week""))) / ""Month"") + ""Returning.Visits"") + (""Day"" / ((((""Month"" + ""Month"") + (""Returning.Visits"" * ""Month"")) + ((""Month"" / ""Returning.Visits"") + ""Day"")) / (""Month"" * ""Returning.Visits""))))))]']"
