fitness,depth,nodes,number_of_the_generation,time_since_the_start_of_the_evolution,seed,test_fitness
0.8253719655442445,9,189,1,1.2525763511657715,24,0.817966903073286
0.8253719655442445,9,189,2,3.1491682529449463,24,0.817966903073286
0.8253719655442445,9,189,3,6.047686815261841,24,0.817966903073286
0.8253719655442445,9,189,4,9.824517965316772,24,0.817966903073286
0.8253719655442445,9,189,5,14.843831062316895,24,0.817966903073286
0.8253719655442445,9,189,6,20.64895462989807,24,0.817966903073286
0.8253719655442445,9,189,7,27.3662326335907,24,0.817966903073286
0.8253719655442445,9,189,8,35.10065293312073,24,0.817966903073286
0.8253719655442445,9,189,9,43.47514891624451,24,0.817966903073286
0.8253719655442445,9,189,10,52.92644453048706,24,0.817966903073286
0.8253719655442445,9,189,11,63.01873564720154,24,0.817966903073286
0.8253719655442445,9,189,12,73.77240753173828,24,0.817966903073286
0.8253719655442445,9,189,13,85.4188141822815,24,0.817966903073286
0.8253719655442445,9,189,14,98.08887672424316,24,0.817966903073286
0.8253719655442445,9,189,15,112.0179717540741,24,0.817966903073286
0.8253719655442445,9,189,16,126.97682237625122,24,0.817966903073286
0.8253719655442445,9,189,17,142.9629349708557,24,0.817966903073286
0.8253719655442445,9,189,18,160.003436088562,24,0.817966903073286
0.8253719655442445,9,189,19,178.05831575393677,24,0.817966903073286
0.8253719655442445,9,189,20,197.33058285713196,24,0.817966903073286
0.8253719655442445,9,189,21,217.6100296974182,24,0.817966903073286
0.8253719655442445,9,189,22,238.89171433448792,24,0.817966903073286
0.8253719655442445,9,189,23,261.15825867652893,24,0.817966903073286
0.8253719655442445,9,189,24,284.4192624092102,24,0.817966903073286
0.8253719655442445,9,189,25,308.90421080589294,24,0.817966903073286
0.8253719655442445,9,189,26,334.3869948387146,24,0.817966903073286
0.8253719655442445,9,189,27,360.8825030326843,24,0.817966903073286
0.8253719655442445,9,189,28,388.3603265285492,24,0.817966903073286
0.8253719655442445,9,189,29,416.82288432121277,24,0.817966903073286
0.8253719655442445,9,189,30,446.52784633636475,24,0.817966903073286
0.8253719655442445,9,189,31,477.24971079826355,24,0.817966903073286
0.8253719655442445,9,189,32,509.0164008140564,24,0.817966903073286
0.8253719655442445,9,189,33,541.8092303276062,24,0.817966903073286
0.8253719655442445,9,189,34,575.852388381958,24,0.817966903073286
0.8253719655442445,9,189,35,610.9125442504883,24,0.817966903073286
0.8253719655442445,9,189,36,646.9921026229858,24,0.817966903073286
0.8253719655442445,9,189,37,684.0784471035004,24,0.817966903073286
0.8253719655442445,9,189,38,722.1798982620239,24,0.817966903073286
0.8253719655442445,9,189,39,761.5226962566376,24,0.817966903073286
0.8253719655442445,9,189,40,801.869829416275,24,0.817966903073286
0.8253719655442445,9,189,41,843.199963092804,24,0.817966903073286
0.8253719655442445,9,189,42,885.5502924919128,24,0.817966903073286
0.8253719655442445,9,189,43,928.8843023777008,24,0.817966903073286
0.8253719655442445,9,189,44,973.439090013504,24,0.817966903073286
0.8253719655442445,9,189,45,1018.9942734241486,24,0.817966903073286
0.8253719655442445,9,189,46,1065.542682170868,24,0.817966903073286
0.8253719655442445,9,189,47,1113.0950553417206,24,0.817966903073286
0.8253719655442445,9,189,48,1161.6447956562042,24,0.817966903073286
0.8253719655442445,9,189,49,1211.3995876312256,24,0.817966903073286
0.8253719655442445,9,189,50,1262.1419188976288,24,0.817966903073286
0.8253719655442445,9,189,51,1313.8885803222656,24,0.817966903073286
0.8253719655442445,9,189,52,1366.625245809555,24,0.817966903073286
0.8253719655442445,9,189,53,1420.3720643520355,24,0.817966903073286
0.8253719655442445,9,189,54,1475.3638036251068,24,0.817966903073286
0.8253719655442445,9,189,55,1531.37229347229,24,0.817966903073286
0.8253719655442445,9,189,56,1588.4117131233215,24,0.817966903073286
0.8253719655442445,9,189,57,1646.4718933105469,24,0.817966903073286
0.8253719655442445,9,189,58,1705.5845804214478,24,0.817966903073286
0.8253719655442445,9,189,59,1765.9261229038239,24,0.817966903073286
0.8253719655442445,9,189,60,1827.2726476192474,24,0.817966903073286
0.8253719655442445,9,189,61,1889.654381275177,24,0.817966903073286
0.8253719655442445,9,189,62,1953.0707623958588,24,0.817966903073286
0.8253719655442445,9,189,63,2017.5417284965515,24,0.817966903073286
0.8253719655442445,9,189,64,2083.2875678539276,24,0.817966903073286
0.8253719655442445,9,189,65,2150.09889793396,24,0.817966903073286
0.8253719655442445,9,189,66,2217.9626502990723,24,0.817966903073286
0.8253719655442445,9,189,67,2286.8900916576385,24,0.817966903073286
0.8253719655442445,9,189,68,2356.8594422340393,24,0.817966903073286
0.8253719655442445,9,189,69,2428.1191625595093,24,0.817966903073286
0.8253719655442445,9,189,70,2500.4075980186462,24,0.817966903073286
0.8253719655442445,9,189,71,2573.7245140075684,24,0.817966903073286
0.8253719655442445,9,189,72,2648.0981442928314,24,0.817966903073286
0.8253719655442445,9,189,73,2723.4999470710754,24,0.817966903073286
0.8253719655442445,9,189,74,2800.158979177475,24,0.817966903073286
