fitness,depth,nodes,number_of_the_generation,time_since_the_start_of_the_evolution,seed,test_fitness
0.9159511590711416,10,689,1,3.5132687091827393,0,0.9478966232786267
0.92032,10,965,2,9.019788026809692,0,0.9736842105263158
0.9246101992381485,10,965,3,17.896729707717896,0,0.9736842105263158
0.9333571897178983,10,1341,4,28.706320762634277,0,0.973610496830311
0.9335571140282523,10,1028,5,41.41088342666626,0,0.9737963516746411
0.9379491820149757,10,965,6,55.99330496788025,0,0.9736842105263158
0.9422912449532659,10,1213,7,72.6092369556427,0,0.9868676997533623
0.9423489758879959,10,1422,8,91.279541015625,0,0.9736842105263158
0.9512183642129196,10,1346,9,112.61312079429626,0,0.9736842105263158
0.9512183642129196,10,1346,10,135.94062614440918,0,0.9736842105263158
0.9512752169540517,10,1544,11,161.3160364627838,0,0.9736842105263158
0.9512752169540517,10,1544,12,188.80816221237183,0,0.9736842105263158
0.9512752169540517,10,1544,13,218.78841423988342,0,0.986821311399658
0.9512752169540517,10,1544,14,251.03073477745056,0,0.986821311399658
0.9512752169540517,10,1544,15,285.6245548725128,0,0.986821311399658
0.9556779871535541,10,1544,16,322.90342926979065,0,0.9736842105263158
0.9556779871535541,10,1544,17,362.6151854991913,0,0.9736842105263158
0.9556779871535541,10,1544,18,404.71112966537476,0,0.9868676997533623
0.9556779871535541,10,1544,19,449.4107868671417,0,0.9868676997533623
0.9556779871535541,10,1544,20,496.553391456604,0,0.9868676997533623
0.9556779871535541,10,1544,21,546.0849688053131,0,0.9868676997533623
0.9557333333333332,10,1682,22,598.2687647342682,0,0.986821311399658
0.9557333333333332,10,1682,23,652.8199446201324,0,0.9868676997533623
0.9557333333333332,10,1682,24,709.7949497699738,0,0.9475927033492823
0.9557333333333332,10,1682,25,769.1840686798096,0,0.9475927033492823
0.9600877525378433,10,1492,26,831.1891176700592,0,0.9868676997533623
0.9600877525378433,10,1492,27,895.553070306778,0,0.9606030992600866
0.9600877525378433,10,1492,28,962.319447517395,0,0.9350994130976873
0.9600877525378433,10,1492,29,1031.6815810203552,0,0.9606030992600866
0.9601873911389617,10,1545,30,1103.5361196994781,0,0.9868676997533623
0.9601873911389617,10,1545,31,1177.7904918193817,0,0.973610496830311
0.9601873911389617,10,1545,32,1254.6507186889648,0,0.973610496830311
0.9601873911389617,10,1545,33,1334.0367712974548,0,0.973610496830311
0.9601873911389617,10,1545,34,1415.7689046859741,0,0.973610496830311
0.9601873911389617,10,1545,35,1500.169487953186,0,0.973610496830311
0.9601873911389617,10,1545,36,1586.9370620250702,0,0.973610496830311
0.9601873911389617,10,1545,37,1676.1283798217773,0,0.973610496830311
0.9645866666666668,10,1427,38,1767.803727388382,0,0.973610496830311
0.9645866666666668,10,1427,39,1862.187421321869,0,0.960463934198974
0.9645866666666668,10,1427,40,1959.0218403339386,0,0.960463934198974
0.9645866666666668,10,1427,41,2058.195022583008,0,0.960463934198974
0.9645866666666668,10,1427,42,2159.9133489131927,0,0.960463934198974
0.9645866666666668,10,1427,43,2263.8566403388977,0,0.960463934198974
0.9645866666666668,10,1427,44,2369.975196838379,0,0.960463934198974
0.9645866666666668,10,1427,45,2478.3007588386536,0,0.960463934198974
0.9645866666666668,10,1427,46,2588.8276314735413,0,0.960463934198974
0.9645866666666668,10,1427,47,2701.827773809433,0,0.960463934198974
0.9645866666666668,10,1427,48,2817.0558943748474,0,0.960463934198974
0.9645866666666668,10,1427,49,2934.4693551063538,0,0.960463934198974
0.9645866666666668,10,1427,50,3054.3170001506805,0,0.960463934198974
0.9645866666666668,10,1427,51,3176.516573905945,0,0.960463934198974
0.9645866666666668,10,1427,52,3300.9870619773865,0,0.960463934198974
0.9645866666666668,10,1427,53,3427.9192004203796,0,0.960463934198974
0.9645866666666668,10,1427,54,3557.1389095783234,0,0.960463934198974
0.9689000218683524,10,1427,55,3688.679135799408,0,0.9868676997533623
0.9689000218683524,10,1427,56,3822.605374097824,0,0.986821311399658
0.9689000218683524,10,1427,57,3959.0861101150513,0,0.986821311399658
0.9689000218683524,10,1427,58,4097.923657655716,0,0.986821311399658
0.9689000218683524,10,1427,59,4239.001212835312,0,0.986821311399658
0.9689000218683524,10,1427,60,4382.581849813461,0,0.9868676997533623
0.9689000218683524,10,1427,61,4528.409969806671,0,0.9868676997533623
0.9689000218683524,10,1427,62,4676.418360710144,0,0.986821311399658
0.9689000218683524,10,1427,63,4826.950985908508,0,1.0
0.9689000218683524,10,1427,64,4979.677930355072,0,0.986821311399658
